5	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
5	0	0	0	0	10	20	10	0	0	0	10	
0	0	0	0	10	20	30	20	10	0	10	20	
0	0	0	10	20	30	40	30	20	10	20	30	
0	0	0	20	30	40	50	40	30	20	30	40	
0	0	0	10	20	30	40	30	20	10	20	30	
0	0	0	0	10	20	30	20	10	0	10	20	
